Teszt sz m:;SzP_1;;
Tesztel‹ neve:;Szil gyi P‚ter;;
Teszt id‹pontja:;2019.05.17;;
Teszt t rgya:;http://www.mintantermunk.nhely.hu/web/index.htm;Teszt rgyt¢l val¢ elt‚r‚s;Hiba jelens‚g
Tesztl‚p‚s:;WEB lap magnyit sa;;Eszt‚tikai/elrendez‚si hiba: nem szerencs‚s, ha a k‚perny‹tartalom nem f‚r ki a k‚pre ‚s g”rgetni kell. N‚melyik aloldal mobilos, n‚melyik asztali g‚pes elrendez‚sû.
Tesztl‚p‚s:;;;
Tesztl‚p‚s:;;;
Tesztl‚p‚s:;;;
Kil‚p‚si felt‚tel:;;;
